OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From 01/2020 To 11/2023 | Facility=MCO, ACY, AMA, ANC, APA, ATL, AUS, AVL, BCT, BDL, BED, BFI, BFM, BJC, BKL, BNA, BOS, BTR, BUF, BWI, BZN, CHO, CHS, CID, CMA, CMH, DAL, DCA, DEN, DSM, DTW, EGE, EWR, EYW, FAT, FAY, FDK, FLL, FSD, FSM, FTW, FTY, FXE, GEG, GRB, GRR, GSO, GYY, HEF, HNL, HOU, HPN, HSV, HXD, IAD, IAH, ICT, IFP, IND, INT, ISM, ITO, IXD, JAX, KOA, LAS, LAX, LEX, LFT, LGB, LIH, LIT, LRD, LUK, MAF, MCI, MDW, MEM, MHT, MIA, MKC, MKE, MMU, MOB, MSP, MSY, NEW, OAK, OGG, OMA, OPF, ORD, ORF, PBI, PDK, PIE, PSP, PVU, PWK, RDU, ROA, RST, SAF, SAN, SAT, SAV, SBA, SDL, SEA, SFO, SHV, SJC, SLC, STL, STP, STS, STT, SUS, SWF, TEB, TMB, TPA, TTN, TXK, TYS, UGN, VNY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
Sep-21,MSY,LA,ASW,CE,Combined TRACON & Tower with Radar,"3,715",346,617,23,"4,701",7,11,11,5,34,0,149,151,56,356,0,340,235,87,662,0,0,0,"5,057","5,753",
Sep-21,NEW,LA,ASW,CE,Towers with Radar,0,138,934,55,"1,127",7,4,5,0,16,0,138,944,28,"1,110",0,75,76,45,196,"1,007",40,"1,047","3,284","3,496",
Sep-21,OAK,CA,AWP,WE,Towers with Radar,"8,598","2,095","1,119",24,"11,836",8,84,196,1,289,0,231,"1,576",22,"1,829",0,94,"1,063",66,"1,223","2,658",8,"2,666","16,331","17,843",
Sep-21,OGG,HI,AWP,WE,Towers with Radar,"5,040",364,154,59,"5,617",0,0,0,0,0,0,"4,535",920,77,"5,532",0,83,15,6,104,948,8,956,"12,105","12,209",
Sep-21,OMA,NE,ACE,CE,Towers with Radar,"3,992","1,697","1,384",233,"7,306",4,0,7,0,11,0,60,701,45,806,0,110,203,6,319,740,52,792,"8,904","9,234",
Sep-21,OPF,FL,ASO,ES,Federal Contract Tower,13,"1,345","3,526",52,"4,936",0,0,0,0,0,0,81,"2,736",245,"3,062",0,2,743,2,747,"3,698",110,"3,808","11,806","12,553",
Sep-21,ORD,IL,AGL,CE,Towers with Radar,"52,554","13,893",259,8,"66,714",9,18,2,0,29,0,4,60,0,64,0,13,28,1,42,0,0,0,"66,778","66,849",
Sep-21,ORF,VA,AEA,EN,Combined TRACON & Tower with Radar,"3,474",626,843,14,"4,957",22,1,1,173,197,3,4,520,24,551,0,1,63,200,264,56,4,60,"5,568","6,029",
Sep-21,PBI,FL,ASO,ES,Combined TRACON & Tower with Radar,"3,033","2,207","2,484",47,"7,771",1,0,3,7,11,1,192,"1,221",27,"1,441",0,63,525,7,595,20,0,20,"9,232","9,838",
Sep-21,PDK,GA,ASO,ES,Towers with Radar,6,"2,112","4,362",18,"6,498",0,4,17,12,33,0,124,"4,097",21,"4,242",0,75,632,26,733,"3,818",0,"3,818","14,558","15,324",
Sep-21,PIE,FL,ASO,ES,Towers with Radar,781,472,"1,803",219,"3,275",1,3,62,0,66,0,20,"1,685",394,"2,099",0,5,330,42,377,"4,629",480,"5,109","10,483","10,926",
Sep-21,PSP,CA,AWP,WE,Towers with Radar,"1,584",378,331,26,"2,319",4,5,7,1,17,0,58,597,46,701,0,93,112,8,213,208,0,208,"3,228","3,458",
Sep-21,PVU,UT,ANM,WE,Federal Contract Tower,111,179,"1,236",7,"1,533",0,5,6,0,11,0,25,"4,397",31,"4,453",0,308,318,13,639,"6,905",34,"6,939","12,925","13,575",
Sep-21,PWK,IL,AGL,CE,Towers with Radar,5,"1,771","2,266",3,"4,045",0,3,3,0,6,0,59,"3,095",14,"3,168",0,0,71,1,72,"3,297",0,"3,297","10,510","10,588",
Sep-21,RDU,NC,ASO,EN,Combined TRACON & Tower with Radar,"8,569","1,234","2,764",76,"12,643",8,1,1,0,10,0,13,"2,689",176,"2,878",0,10,63,7,80,81,0,81,"15,602","15,692",
Sep-21,ROA,VA,AEA,EN,Combined TRACON & Tower with Radar,339,861,649,39,"1,888",0,5,6,3,14,0,9,805,28,842,0,14,36,14,64,998,22,"1,020","3,750","3,828",
Sep-21,RST,MN,AGL,CE,Combined TRACON & Tower with Radar,184,934,"1,029",39,"2,186",0,10,9,0,19,0,159,"1,079",13,"1,251",0,113,59,2,174,"1,919",110,"2,029","5,466","5,659",
Sep-21,SAF,NM,ASW,CE,Federal Contract Tower,449,541,955,81,"2,026",0,0,0,0,0,0,72,"1,348",44,"1,464",0,30,16,0,46,"2,186",26,"2,212","5,702","5,748",
Sep-21,SAN,CA,AWP,WE,Towers with Radar,"13,262","1,221",872,26,"15,381",4,1,1,5,11,2,20,158,49,229,1,52,"1,375",510,"1,938",0,0,0,"15,610","17,559",
Sep-21,SAT,TX,ASW,CE,Combined TRACON & Tower with Radar,"6,608","1,447","2,730",245,"11,030",14,1,9,5,29,1,235,"1,427",89,"1,752",0,138,428,79,645,0,0,0,"12,782","13,456",
Sep-21,SAV,GA,ASO,ES,Combined TRACON & Tower with Radar,"3,072",975,"1,917",183,"6,147",1,1,0,12,14,0,60,"2,046",130,"2,236",0,45,45,15,105,340,50,390,"8,773","8,892",
Sep-21,SBA,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,110","1,207","1,587",94,"3,998",6,2,14,3,25,0,31,"2,120",10,"2,161",0,33,65,6,104,"3,071",38,"3,109","9,268","9,397",
Sep-21,SDL,AZ,AWP,CE,Towers with Radar,1,"1,529","3,037",7,"4,574",0,3,5,0,8,0,"1,162","3,319",14,"4,495",0,73,231,2,306,"5,264",6,"5,270","14,339","14,653",
Sep-21,SEA,WA,ANM,WE,Towers with Radar,"34,078",299,98,1,"34,476",28,55,38,0,121,0,87,43,4,134,0,11,68,1,80,0,0,0,"34,610","34,811",
Sep-21,SFO,CA,AWP,WE,Towers with Radar,"21,004","3,928",674,15,"25,621",29,3,1,0,33,0,116,48,221,385,0,57,494,14,565,0,0,0,"26,006","26,604",
Sep-21,SHV,LA,ASW,CE,Combined TRACON & Tower with Radar,931,579,478,147,"2,135",1,1,5,0,7,0,40,363,44,447,0,45,76,3,124,40,0,40,"2,622","2,753",
Sep-21,SJC,CA,AWP,WE,Towers with Radar,"8,077","1,854","1,357",5,"11,293",4,214,232,15,465,0,40,"1,003",111,"1,154",0,137,733,174,"1,044",486,0,486,"12,933","14,442",
Sep-21,SLC,UT,ANM,WE,Towers with Radar,"20,255","4,827","2,305",132,"27,519",1,1,20,0,22,0,314,"2,200",130,"2,644",0,281,"1,046",129,"1,456",24,0,24,"30,187","31,665",
Sep-21,STL,MO,ACE,CE,Towers with Radar,"10,143","1,831",485,106,"12,565",2,128,187,3,320,0,128,113,64,305,0,54,203,8,265,0,26,26,"12,896","13,481",
Sep-21,STP,MN,AGL,CE,Towers with Radar,1,615,"1,344",34,"1,994",2,4,25,0,31,0,122,994,166,"1,282",0,61,224,3,288,877,24,901,"4,177","4,496",
Sep-21,STS,CA,AWP,WE,Towers with Radar,672,455,826,12,"1,965",0,0,0,0,0,0,355,"2,734",21,"3,110",0,71,131,0,202,"2,148",12,"2,160","7,235","7,437",
Sep-21,STT,VI,ASO,ES,Towers with Radar,669,448,95,2,"1,214",0,0,1,0,1,0,"1,373",617,8,"1,998",0,278,4,0,282,609,2,611,"3,823","4,106",
Sep-21,SUS,MO,ACE,CE,Towers with Radar,2,"1,239","2,025",74,"3,340",0,1,24,0,25,0,39,"3,089",28,"3,156",0,13,190,6,209,"5,372",14,"5,386","11,882","12,116",
Sep-21,SWF,NY,AEA,EN,Federal Contract Tower,146,239,433,83,901,0,2,36,0,38,0,72,"1,301",172,"1,545",0,8,155,1,164,626,274,900,"3,346","3,548",
Sep-21,TEB,NJ,AEA,EN,Towers with Radar,5,"6,755","5,608",17,"12,385","4,428",160,53,1,"4,642",0,344,891,18,"1,253",0,149,368,7,524,0,0,0,"13,638","18,804",
Sep-21,TMB,FL,ASO,ES,Towers with Radar,0,200,"1,692",0,"1,892",1,1,2,0,4,0,23,"6,593",3,"6,619",0,1,233,2,236,"8,776",0,"8,776","17,287","17,527",
Sep-21,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,"11,423","1,451","1,734",59,"14,667",19,4,23,2,48,9,69,501,10,589,0,24,588,79,691,0,0,0,"15,256","15,995",
Sep-21,TTN,NJ,AEA,EN,Federal Contract Tower,331,461,823,21,"1,636",0,0,0,0,0,0,1,"3,739",19,"3,759",0,0,215,3,218,"2,248",0,"2,248","7,643","7,861",
Sep-21,TXK,AR,ASW,CE,Federal Contract Tower,0,254,524,37,815,0,20,62,4,86,0,186,541,8,735,0,160,144,0,304,"1,218",46,"1,264","2,814","3,204",
Sep-21,TYS,TN,ASO,ES,Combined TRACON & Tower with Radar,"2,254","1,560","2,823",587,"7,224",0,1,0,0,1,0,63,"1,359",98,"1,520",0,7,7,0,14,"1,609",626,"2,235","10,979","10,994",
Sep-21,UGN,IL,AGL,CE,Federal Contract Tower,0,272,472,11,755,0,2,2,0,4,0,0,"2,396",28,"2,424",0,0,343,12,355,"1,568",134,"1,702","4,881","5,240",
Sep-21,VNY,CA,AWP,WE,Towers with Radar,9,"3,019","3,890",4,"6,922","2,276",828,515,10,"3,629",1,59,"7,264",18,"7,342",0,31,"1,538",22,"1,591","10,050",0,"10,050","24,314","29,534",
Oct-21,ACY,NJ,AEA,EN,Combined TRACON & Tower with Radar,624,437,763,449,"2,273",0,2,3,2,7,0,22,753,470,"1,245",0,4,59,13,76,313,764,"1,077","4,595","4,678",
Oct-21,AMA,TX,ASW,CE,Combined TRACON & Tower with Radar,680,512,705,830,"2,727",0,0,18,2,20,1,36,372,81,490,0,35,182,25,242,622,376,998,"4,215","4,477",
Oct-21,ANC,AK,AAL,WE,Towers with Radar,"11,941","3,329",825,203,"16,298",26,45,26,257,354,3,544,"3,648",52,"4,247",0,67,122,70,259,"1,033",0,"1,033","21,578","22,191",
Oct-21,APA,CO,ANM,WE,Towers with Radar,2,"2,889","3,959",202,"7,052",0,2,5,3,10,0,"1,466","6,665",107,"8,238",0,91,220,8,319,"11,680",18,"11,698","26,988","27,317",
Oct-21,ATL,GA,ASO,ES,Towers with Radar,"58,678","4,111",358,3,"63,150",64,19,58,0,141,0,7,150,11,168,0,19,155,131,305,0,0,0,"63,318","63,764",
Oct-21,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,"14,271","2,673","4,188",159,"21,291",0,0,0,0,0,0,15,"1,317",248,"1,580",0,0,0,0,0,22,0,22,"22,893","22,893",
Oct-21,AVL,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,280","1,563","1,787",267,"4,897",2,2,2,2,8,0,46,"1,151",59,"1,256",0,76,43,4,123,628,78,706,"6,859","6,990",
Oct-21,BCT,FL,ASO,ES,Federal Contract Tower,0,990,"1,474",1,"2,465",0,0,2,0,2,0,5,"2,133",5,"2,143",0,4,"1,701",32,"1,737","2,586",68,"2,654","7,262","9,001",
Oct-21,BDL,CT,ANE,EN,Towers with Radar,"4,521","1,043",863,119,"6,546",7,42,98,16,163,0,12,342,170,524,0,24,284,10,318,62,6,68,"7,138","7,619",
Oct-21,BED,MA,ANE,EN,Towers with Radar,30,"2,241","2,873",31,"5,175",1,5,15,0,21,0,386,"2,900",35,"3,321",0,63,323,10,396,"3,781",0,"3,781","12,277","12,694",
Oct-21,BFI,WA,ANM,WE,Towers with Radar,644,"1,915","2,647",25,"5,231",43,27,242,1,313,0,495,"3,498",13,"4,006",0,421,753,21,"1,195","5,435",14,"5,449","14,686","16,194",
Oct-21,BFM,AL,ASO,CE,Federal Contract Tower,166,99,412,240,917,12,2,8,2,24,0,43,367,496,906,0,64,21,107,192,156,"2,110","2,266","4,089","4,305",
Oct-21,BJC,CO,ANM,WE,Towers with Radar,0,880,"1,432",31,"2,343",0,7,43,1,51,4,37,"7,402",87,"7,530",0,32,331,3,366,"11,652",219,"11,871","21,744","22,161",
Oct-21,BKL,OH,AGL,CE,Federal Contract Tower,1,552,787,15,"1,355",0,17,46,0,63,0,305,907,25,"1,237",0,518,114,2,634,"1,182",0,"1,182","3,774","4,471",
Oct-21,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,"15,408","2,813","3,033",100,"21,354",9,56,127,1,193,0,114,785,98,997,0,212,774,23,"1,009",0,0,0,"22,351","23,553",
Oct-21,BOS,MA,ANE,EN,Towers with Radar,"22,395","4,194","1,024",12,"27,625",24,86,100,2,212,0,"1,195",400,24,"1,619",0,535,567,35,"1,137",0,0,0,"29,244","30,593",
Oct-21,BTR,LA,ASW,CE,Combined TRACON & Tower with Radar,736,676,"1,653",107,"3,172",0,1,10,2,13,0,29,"1,311",32,"1,372",0,16,106,10,132,999,0,999,"5,543","5,688",
Oct-21,BUF,NY,AEA,CE,Combined TRACON & Tower with Radar,"3,528","1,133",821,72,"5,554",5,2,12,1,20,2,103,615,7,727,0,61,80,7,148,0,0,0,"6,281","6,449",
Oct-21,BWI,MD,AEA,EN,Towers with Radar,"15,579","1,770","1,093",80,"18,522",15,4,21,0,40,0,30,339,31,400,0,257,537,44,838,0,0,0,"18,922","19,800",
Oct-21,BZN,MT,ANM,WE,Federal Contract Tower,"1,506",572,901,23,"3,002",0,0,0,0,0,0,72,"2,463",15,"2,550",0,24,36,0,60,"3,122",16,"3,138","8,690","8,750",
Oct-21,CHO,VA,AEA,EN,Federal Contract Tower,552,"1,827","1,729",182,"4,290",0,0,0,0,0,0,388,"1,774",103,"2,265",0,345,190,90,625,"2,755",881,"3,636","10,191","10,816",
Oct-21,CHS,SC,ASO,ES,Combined TRACON & Tower with Radar,"5,085","1,421","2,342",762,"9,610",5,12,37,2,56,0,134,"1,189",78,"1,401",0,17,57,10,84,249,309,558,"11,569","11,709",
Oct-21,CID,IA,ACE,CE,Combined TRACON & Tower with Radar,"1,288",979,554,11,"2,832",0,0,1,0,1,0,9,531,17,557,0,8,21,1,30,358,8,366,"3,755","3,786",
Oct-21,CMA,CA,AWP,WE,Towers with Radar,0,410,"1,738",23,"2,171",0,0,40,253,293,0,33,"5,392",5,"5,430",0,0,143,44,187,"9,133",0,"9,133","16,734","17,214",
Oct-21,CMH,OH,AGL,CE,Combined TRACON & Tower with Radar,"6,266","1,559","1,535",38,"9,398",83,245,213,2,543,0,26,220,8,254,0,335,559,9,903,0,0,0,"9,652","11,098",
Oct-21,DAL,TX,ASW,CE,Towers with Radar,"11,358","3,722","4,131",61,"19,272",7,175,631,3,816,0,112,363,23,498,1,732,589,797,"2,119",0,0,0,"19,770","22,705",
Oct-21,DCA,DC,AEA,EN,Towers with Radar,"16,987",291,212,37,"17,527",14,7,66,4,91,0,13,9,107,129,0,"1,157","1,289","1,692","4,138",0,0,0,"17,656","21,885",
Oct-21,DEN,CO,ANM,WE,Towers with Radar,"42,880","9,866",219,4,"52,969",4,10,12,2,28,0,9,61,0,70,0,12,51,16,79,0,0,0,"53,039","53,146",
Oct-21,DSM,IA,ACE,CE,Combined TRACON & Tower with Radar,"2,709",481,"1,229",132,"4,551",27,15,94,2,138,0,35,688,14,737,0,320,217,5,542,609,72,681,"5,969","6,649",
Oct-21,DTW,MI,AGL,CE,Towers with Radar,"22,068","3,430",413,6,"25,917",67,73,55,0,195,0,0,168,0,168,0,1,65,8,74,0,0,0,"26,085","26,354",
Oct-21,EGE,CO,ANM,WE,Federal Contract Tower,148,589,596,16,"1,349",0,0,0,0,0,0,4,709,207,920,0,0,28,0,28,"1,336",90,"1,426","3,695","3,723",
Oct-21,EWR,NJ,AEA,EN,Towers with Radar,"28,000","1,071",399,28,"29,498",17,54,87,1,159,3,82,411,20,516,0,228,"5,902",37,"6,167",0,0,0,"30,014","36,340",
Oct-21,EYW,FL,ASO,ES,Federal Contract Tower,"1,397",356,942,15,"2,710",16,0,4,252,272,0,169,"1,622",13,"1,804",0,110,62,936,"1,108",184,0,184,"4,698","6,078",
Oct-21,FAT,CA,AWP,WE,Combined TRACON & Tower with Radar,"2,049",596,923,132,"3,700",0,2,3,0,5,1,204,"2,333",228,"2,766",0,55,277,7,339,"1,438",146,"1,584","8,050","8,394",
Oct-21,FAY,NC,ASO,EN,Combined TRACON & Tower with Radar,562,60,540,175,"1,337",0,1,1,0,2,0,12,623,42,677,0,7,151,16,174,"1,126",84,"1,210","3,224","3,400",
Oct-21,FDK,MD,AEA,EN,Federal Contract Tower,0,91,416,25,532,0,0,2,0,2,1,115,"2,306",20,"2,442",0,14,161,84,259,"4,037",0,"4,037","7,011","7,272",
Oct-21,FLL,FL,ASO,ES,Towers with Radar,"17,887","2,240","2,373",46,"22,546",8,5,10,2,25,0,255,637,9,901,0,31,"1,463",52,"1,546",0,0,0,"23,447","25,018",
Oct-21,FSD,SD,AGL,CE,Combined TRACON & Tower with Radar,"1,386","1,932","1,419",217,"4,954",4,17,6,2,29,0,136,627,23,786,0,323,56,3,382,440,102,542,"6,282","6,693",
Oct-21,FSM,AR,ASW,ES,Combined TRACON & Tower with Radar,132,222,525,403,"1,282",0,1,2,0,3,0,14,562,91,667,0,54,56,3,113,225,74,299,"2,248","2,364",
Oct-21,FTW,TX,ASW,CE,Towers with Radar,19,925,"2,671",123,"3,738",142,27,87,94,350,0,130,"3,147",28,"3,305",0,367,397,13,777,"5,164",44,"5,208","12,251","13,378",
Oct-21,FTY,GA,ASO,ES,Federal Contract Tower,0,382,"1,610",0,"1,992",0,0,0,0,0,0,0,"1,234",1,"1,235",0,0,778,2,780,"1,828",2,"1,830","5,057","5,837",
Oct-21,FXE,FL,ASO,ES,Towers with Radar,3,"1,373","3,833",24,"5,233",1,10,103,1,115,24,345,"6,013",1,"6,383",0,21,547,4,572,"5,203",0,"5,203","16,819","17,506",
Oct-21,GEG,WA,ANM,WE,Combined TRACON & Tower with Radar,"3,637",801,431,55,"4,924",3,33,79,366,481,0,22,303,44,369,0,105,283,255,643,476,82,558,"5,851","6,975",
Oct-21,GRB,WI,AGL,CE,Combined TRACON & Tower with Radar,557,828,"1,111",79,"2,575",0,2,1,0,3,0,4,619,11,634,0,20,36,2,58,302,36,338,"3,547","3,608",
Oct-21,GRR,MI,AGL,CE,Towers with Radar,"2,532","1,407","1,466",32,"5,437",2,4,7,0,13,0,101,572,9,682,0,3,33,1,37,393,0,393,"6,512","6,562",
Oct-21,GSO,NC,ASO,ES,Combined TRACON & Tower with Radar,"2,446","1,533","1,585",75,"5,639",6,9,27,1,43,0,8,"1,148",22,"1,178",0,7,44,0,51,821,18,839,"7,656","7,750",
Oct-21,GYY,IN,AGL,CE,Federal Contract Tower,38,279,631,24,972,0,0,25,0,25,0,16,378,44,438,0,8,224,1,233,412,20,432,"1,842","2,100",
Oct-21,HEF,VA,AEA,EN,Towers with Radar,0,458,"1,471",35,"1,964",0,0,3,1,4,0,628,"2,141",146,"2,915",0,43,26,24,93,"4,797",10,"4,807","9,686","9,783",
Oct-21,HNL,HI,AWP,WE,Towers with Radar,"11,198","3,235",750,"1,006","16,189",0,4,0,2,6,0,"4,737","3,588",247,"8,572",0,0,1,0,1,0,0,0,"24,761","24,768",
Oct-21,HOU,TX,ASW,CE,Towers with Radar,"9,278","2,537","3,786",16,"15,617",7,33,31,9,80,0,43,"1,071",48,"1,162",0,946,502,124,"1,572",0,0,0,"16,779","18,431",
Oct-21,HPN,NY,AEA,EN,Towers with Radar,"1,437","4,347","3,752",3,"9,539",2,9,14,0,25,0,380,"3,049",5,"3,434",0,18,205,3,226,"1,162",0,"1,162","14,135","14,386",
Oct-21,HSV,AL,ASO,ES,Combined TRACON & Tower with Radar,"1,391",785,777,643,"3,596",0,4,12,7,23,0,16,831,130,977,0,20,42,16,78,166,722,888,"5,461","5,562",
Oct-21,HXD,SC,ASO,ES,Federal Contract Tower,528,546,"1,121",25,"2,220",0,0,0,0,0,0,3,"1,131",15,"1,149",0,0,42,79,121,120,20,140,"3,509","3,630",
Oct-21,IAD,VA,AEA,EN,Towers with Radar,"14,538","9,220","2,942",32,"26,732",14,39,45,8,106,0,24,42,10,76,0,151,139,85,375,0,0,0,"26,808","27,289",
Oct-21,IAH,TX,ASW,CE,Towers with Radar,"30,687","6,534",699,15,"37,935",23,21,9,1,54,0,31,73,2,106,0,103,306,53,462,0,0,0,"38,041","38,557",
Oct-21,ICT,KS,ACE,CE,Combined TRACON & Tower with Radar,"1,388","1,482","2,053",806,"5,729",0,7,10,17,34,1,153,"1,177",83,"1,414",0,38,124,24,186,666,340,"1,006","8,149","8,369",
Oct-21,IFP,AZ,AWP,WE,Federal Contract Tower,80,10,69,11,170,0,0,0,0,0,0,200,598,27,825,0,31,34,10,75,147,24,171,"1,166","1,241",
Oct-21,IND,IN,AGL,CE,Combined TRACON & Tower with Radar,"11,267","2,180","1,236",62,"14,745",11,34,67,0,112,0,"2,275",190,9,"2,474",0,71,80,6,157,0,0,0,"17,219","17,488",
Oct-21,INT,NC,ASO,ES,Federal Contract Tower,13,574,675,10,"1,272",0,4,14,0,18,0,160,"1,115",14,"1,289",0,491,108,0,599,"1,247",4,"1,251","3,812","4,429",
Oct-21,ISM,FL,ASO,ES,Federal Contract Tower,0,383,"1,693",6,"2,082",0,3,137,0,140,0,127,"3,176",2,"3,305",6,171,"1,821",0,"1,998","4,872",0,"4,872","10,259","12,397",
Oct-21,ITO,HI,AWP,WE,Combined TRACON & Tower with Radar,"1,085",482,90,53,"1,710",0,0,0,0,0,2,875,166,43,"1,086",0,55,8,5,68,521,90,611,"3,407","3,475",
Oct-21,IXD,KS,ACE,CE,Federal Contract Tower,0,205,738,11,954,0,4,24,0,28,0,86,"1,644",28,"1,758",0,24,218,4,246,"2,844",30,"2,874","5,586","5,860",
Oct-21,JAX,FL,ASO,ES,Combined TRACON & Tower with Radar,"5,222","1,112","1,189",328,"7,851",29,69,137,4,239,0,55,237,95,387,0,78,133,6,217,14,278,292,"8,530","8,986",
Oct-21,KOA,HI,AWP,WE,Federal Contract Tower,"2,883",212,217,111,"3,423",0,0,0,0,0,0,850,945,37,"1,832",0,4,4,2,10,"2,261",260,"2,521","7,776","7,786",
Oct-21,LAS,NV,AWP,WE,Towers with Radar,"29,486","4,611","4,935",893,"39,925",29,55,157,0,241,0,"10,196",270,64,"10,530",0,937,416,24,"1,377",0,0,0,"50,455","52,073",
Oct-21,LAX,CA,AWP,WE,Towers with Radar,"44,299","2,594","1,384",20,"48,297",33,9,2,0,44,4,4,110,24,142,0,16,"1,516",119,"1,651",0,0,0,"48,439","50,134",
Oct-21,LEX,KY,ASO,CE,Combined TRACON & Tower with Radar,970,"1,463","2,103",62,"4,598",0,5,4,0,9,0,71,"1,704",34,"1,809",0,25,37,6,68,"1,452",0,"1,452","7,859","7,936",
Oct-21,LFT,LA,ASW,CE,Combined TRACON & Tower with Radar,461,"1,077",852,64,"2,454",1,3,2,2,8,0,"1,054",729,13,"1,796",0,178,85,4,267,453,10,463,"4,713","4,988",
Oct-21,LGB,CA,AWP,WE,Towers with Radar,"2,434",299,"2,309",61,"5,103",0,5,21,3,29,0,412,"7,059",27,"7,498",0,4,"1,360",51,"1,415","18,188",0,"18,188","30,789","32,233",
Oct-21,LIH,HI,AWP,WE,Federal Contract Tower,"2,567",329,95,53,"3,044",0,0,0,0,0,0,"4,445",215,19,"4,679",0,0,23,4,27,994,36,"1,030","8,753","8,780",
Oct-21,LIT,AR,ASW,ES,Combined TRACON & Tower with Radar,"1,961",989,"2,002",647,"5,599",18,10,32,20,80,0,93,"1,112",137,"1,342",0,357,173,16,546,333,226,559,"7,500","8,126",
Oct-21,LRD,TX,ASW,CE,Federal Contract Tower,801,"1,244",700,285,"3,030",0,0,1,10,11,0,32,935,101,"1,068",0,0,65,22,87,155,"1,438","1,593","5,691","5,789",
Oct-21,LUK,OH,ASO,CE,Federal Contract Tower,14,"1,297","2,019",21,"3,351",0,2,2,0,4,0,133,"1,992",1,"2,126",0,174,180,2,356,"2,946",0,"2,946","8,423","8,783",
Oct-21,MAF,TX,ASW,CE,Combined TRACON & Tower with Radar,"1,386",506,"1,189",502,"3,583",3,14,38,3,58,0,2,547,173,722,0,47,483,2,532,132,22,154,"4,459","5,049",
Oct-21,MCI,MO,ACE,CE,Combined TRACON & Tower with Radar,"7,881",219,230,49,"8,379",10,19,15,9,53,0,6,59,12,77,0,2,169,25,196,12,0,12,"8,468","8,717",
Oct-21,MCO,FL,ASO,ES,Towers with Radar,"25,789","1,118","1,160",70,"28,137",10,0,0,0,10,2,57,140,7,206,0,24,30,1,55,0,0,0,"28,343","28,408",
Oct-21,MDW,IL,AGL,CE,Towers with Radar,"12,463","2,758","2,411",16,"17,648",23,7,15,3,48,0,40,630,20,690,0,71,175,37,283,0,0,0,"18,338","18,669",
Oct-21,MEM,TN,ASO,ES,Towers with Radar,"15,797","1,230","1,476",112,"18,615",32,6,15,1,54,1,12,144,17,174,0,24,213,13,250,0,0,0,"18,789","19,093",
Oct-21,MHT,NH,ANE,EN,Towers with Radar,"1,484",968,562,47,"3,061",0,24,99,3,126,0,140,750,7,897,0,14,342,10,366,483,2,485,"4,443","4,935",
Oct-21,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"30,159","1,907",959,53,"33,078",21,0,4,2,27,0,70,166,8,244,0,4,697,27,728,0,0,0,"33,322","34,077",
Oct-21,MKC,MO,ACE,CE,Towers with Radar,27,"1,662","1,929",22,"3,640",6,3,1,0,10,1,212,"2,091",41,"2,345",1,239,623,10,873,"3,103",6,"3,109","9,094","9,977",
Oct-21,MKE,WI,AGL,CE,Combined TRACON & Tower with Radar,"4,772","2,036",755,146,"7,709",4,21,55,0,80,0,58,198,10,266,0,15,69,1,85,6,24,30,"8,005","8,170",
Oct-21,MMU,NJ,AEA,EN,Towers with Radar,0,"1,139","1,832",4,"2,975",4,485,545,1,"1,035",0,16,"2,185",4,"2,205",0,11,501,1,513,"4,920",0,"4,920","10,100","11,648",
Oct-21,MOB,AL,ASO,CE,Combined TRACON & Tower with Radar,287,723,427,"3,004","4,441",5,1,15,23,44,0,12,398,829,"1,239",0,28,25,19,72,214,"1,032","1,246","6,926","7,042",
Oct-21,MSP,MN,AGL,CE,Towers with Radar,"22,260","4,242",744,188,"27,434",229,224,614,10,"1,077",0,6,23,14,43,0,441,305,8,754,0,0,0,"27,477","29,308",
Oct-21,MSY,LA,ASW,CE,Combined TRACON & Tower with Radar,"7,869",475,696,15,"9,055",7,4,22,7,40,1,239,130,24,394,0,338,251,127,716,0,0,0,"9,449","10,205",
Oct-21,NEW,LA,ASW,CE,Towers with Radar,0,372,"1,703",138,"2,213",12,3,6,3,24,0,122,"1,814",71,"2,007",0,61,54,30,145,"1,930",86,"2,016","6,236","6,405",
Oct-21,OAK,CA,AWP,WE,Towers with Radar,"8,738","2,255","1,329",41,"12,363",7,100,183,1,291,0,225,"1,582",63,"1,870",0,113,983,58,"1,154","2,762",30,"2,792","17,025","18,470",
Oct-21,OGG,HI,AWP,WE,Towers with Radar,"4,943",403,219,47,"5,612",0,0,0,0,0,0,"4,451",887,53,"5,391",0,113,12,5,130,908,6,914,"11,917","12,047",
Oct-21,OMA,NE,ACE,CE,Towers with Radar,"4,060","1,720","1,237",160,"7,177",0,0,15,2,17,0,58,566,45,669,0,108,206,3,317,838,42,880,"8,726","9,060",
